row_kind,input_id,origin,sample_bytes,status,depth_limit,predictor,domain,residual_layers,residual_entropy_bits,entropy_lower_bound_bytes,literal_correction_bytes,baseline_depth0_bytes,complete_candidate_bytes,headroom_bytes,headroom_percent,winner,states_visited,work_used,ledger_entries,budget_exhausted,heuristic_omission,complete_within_declared_catalogue,source,notes
native_depth_winner,syn-periodic,synthetic,4096,bounded_incomplete,2,,,0,,,,492,492,0,0.000000000,native-depth-0,2,16776826,635,true,true,false,datasets/synthetic/periodic/s0000004096_n000p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-linear-noise1,synthetic,4096,bounded_incomplete,0,,,0,,,,583,583,0,0.000000000,native-depth-0,1,11954936,405,false,true,false,datasets/synthetic/linear/s0000004096_n001p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-linear-noise1,synthetic,4096,bounded_incomplete,1,,,0,,,,583,583,0,0.000000000,native-depth-0,2,16776826,622,true,true,false,datasets/synthetic/linear/s0000004096_n001p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-linear-noise1,synthetic,4096,bounded_incomplete,2,,,0,,,,583,583,0,0.000000000,native-depth-0,2,16776826,622,true,true,false,datasets/synthetic/linear/s0000004096_n001p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-periodic-noise1,synthetic,4096,bounded_incomplete,0,,,0,,,,589,589,0,0.000000000,native-depth-0,1,11954936,412,false,true,false,datasets/synthetic/periodic/s0000004096_n001p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-periodic-noise1,synthetic,4096,bounded_incomplete,1,,,0,,,,589,589,0,0.000000000,native-depth-0,2,16776826,633,true,true,false,datasets/synthetic/periodic/s0000004096_n001p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-periodic-noise1,synthetic,4096,bounded_incomplete,2,,,0,,,,589,589,0,0.000000000,native-depth-0,2,16776826,633,true,true,false,datasets/synthetic/periodic/s0000004096_n001p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-recurrence-noise1,synthetic,4096,bounded_incomplete,0,,,0,,,,590,590,0,0.000000000,native-depth-0,1,11954936,401,false,true,false,datasets/synthetic/recurrence/s0000004096_n001p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-recurrence-noise1,synthetic,4096,bounded_incomplete,1,,,0,,,,590,590,0,0.000000000,native-depth-0,2,16776826,622,true,true,false,datasets/synthetic/recurrence/s0000004096_n001p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
native_depth_winner,syn-recurrence-noise1,synthetic,4096,bounded_incomplete,2,,,0,,,,590,590,0,0.000000000,native-depth-0,2,16776826,622,true,true,false,datasets/synthetic/recurrence/s0000004096_n001p000_seed1297748005.bin,Complete native archive competition against the current function/entropy winner; no entropy lower bound is substituted.
